0.0,五百罗汉堂
0.0,须弥塔
0.0,关汉卿墓
0.0,龙潭风景区
0.0,暖流暄波
0.0,御女王瑜伽会所
0.0,唯美爱婚庆主题公园
0.0,大清花饺子馆（避暑山庄店）
"103.796997,30.823700",水流云在
0.0,清舒山馆
"115.522804,38.202044",衡水滏阳一号冰雪嘉年华
0.0,圣清台球
"87.629732,43.786901",天山冰雪嘉年华
"116.389791,39.115380",霸州啤酒音乐节
"113.026431,25.801441",北湖爱宝游乐园
0.0,白桦坪
0.0,万全国际牛仔节
"120.397316,36.068516",名人蜡像馆
"112.552055,37.787403",君泰假日休闲会所
"103.148674,26.995625",海贝儿儿童城
"114.124969,22.270290",赵苑旅游区
0.0,万龙龙宫温泉洗浴
"115.670177,37.738920",衡水皇家大马戏团
"119.426903,39.793015",南戴河梦之湾游艇
"114.620979,36.328049",邺令公园
"106.462502,29.552629",中华始祖文化村
0.0,毛主席视察纪念馆
"110.356773,20.054121",和安花园
"114.678123,39.892742",代王城遗址
"103.816429,31.430037",红照壁
"118.889885,27.374432",南庄革命纪念馆
0.0,芬兰木屋
"117.025002,36.647221",将军楼
0.0,宜采园水世界
"114.600404,41.852368",康保卧龙风景区
"118.176132,39.624544",唐山元武道馆
"119.600492,39.935385",2018秦皇岛市第二届国际马术艺术节
"101.180214,28.654930",正清春汽车电影院
"107.314995,32.945976",天明雷剧场
0.0,盘龙山庄
"117.378321,25.972389",爱有机永安农场
0.0,开心哈乐室内儿童主题亲子乐园
0.0,韩信祠
"114.805977,39.018391",白草坨
0.0,宁静斋
0.0,EH健身工作室
0.0,健酷健身馆
"104.428589,25.753336",红果果儿童乐园
"121.346863,30.923405",石兴游乐园
0.0,酷堡游乐园
"114.718500,41.147929",张北夏都庄园
"108.337212,25.764433",A计划儿童戏剧中心
"115.171870,37.026515",广宗沙丘休闲运动中心滑雪场
0.0,京津冀动漫嘉年华
"114.414841,22.757204",水生木农场
"104.159561,27.862547",香椿营清真寺
"123.728043,45.018551",文字砖长城
0.0,山峦区
"99.141876,33.021938",自然风户外运动俱乐部
0.0,圣博翰儿童之家
"95.065514,31.680180",波比龙儿童主题乐园
"116.617851,35.511189",栗乡风情园
"114.083000,22.543373",九方休闲会所
"116.500149,41.120995",承德怡园山庄
"111.764450,36.816441",玉成水上乐园
0.0,野生原民俗文化体验园
0.0,塞罕坝音乐节
"115.099770,38.022671",周家庄乡
"118.171801,39.599022",唐山南湖蓝带乐杜鹃电子音乐节
0.0,百富源温泉草莓采摘庄园
"103.835289,30.682127",爱琴海鲜花艺术小镇
0.0,2018XTP极限电子音乐节
"114.372793,38.309210",河北首届昆虫文化节暨亲子科普嘉年华
0.0,爱宝世界
0.0,汗蒸国际酒店
0.0,拓展场地
0.0,围场雪场
"116.880016,38.301985",雅客e家快捷酒店（沧州华夏店）
"120.224092,29.267043",新东阳戴维营乡村俱乐部
"114.507789,38.035075",石家庄青少年宫
0.0,冠威水上乐园
"115.129707,37.979224",石家庄晋州温泉圣地
"103.120346,32.787655",中国马镇草原旅游度假区
0.0,天贺沐浴
"119.583794,39.947586",世纪港湾VR虚拟体验
0.0,狩猎者射箭
"102.638444,24.934343",西山踏青节
0.0,万岁照房
0.0,黄巾军寨
"112.519562,22.702600",昌利农业旅游示范园
"118.103303,39.545196",唐山金山壹号水上乐园
0.0,贝亲婴儿儿游泳馆
0.0,LOL密室逃脱俱乐部
0.0,土狼俱乐部
"115.431377,36.813220",邢台万庄
"116.829048,23.875641",乐岛田园动漫水世界
"125.354523,43.834953",水韵阳光渔耕文化艺术庄园
"109.523552,18.222906",金棕榈大型儿童剧
0.0,石门坊
"119.182999,32.280754",红叶谷生态文化旅游区
"117.157242,36.164988",泰山
"120.443186,36.069469",青岛海昌极地海洋世界
0.0,趵突泉公园
0.0,千佛山
"117.021233,36.661495",泉城广场
"120.335701,36.056920",青岛海底世界
"116.986434,36.702277",济南动物园
"120.058343,35.981875",青岛森林野生动物世界
"120.347158,36.079098",青岛啤酒博物馆
"120.477251,36.118870",崂山
"119.410553,32.213131",天下第一泉风景区
"117.746969,34.552670",台儿庄古城
"120.752633,37.827433",蓬莱阁
"93.424889,31.093918",九如山风景区
"120.327927,36.054497",海军博物馆
"120.279005,36.207929",青岛方特梦幻王国
"122.204681,37.499905",刘公岛
0.0,官护山
"117.023666,36.676720",大明湖
"118.451436,35.707842",临沂动植物园旅游区
"120.479761,37.561104",龙口南山旅游区
"122.113870,37.424093",威海华夏城景区
"117.193411,36.238547",泰安方特欢乐世界
0.0,智圣汤泉
"118.799538,35.629539",浮来山
"111.636093,30.920160",三孔
"116.999748,35.588929",曲阜孔林
"120.627711,37.276271",烟台塔山
"120.332024,36.066040",信号山公园
"117.227570,36.072898",泰山温泉城
0.0,八大关
0.0,圣水观
0.0,沂蒙山旅游区
"109.252335,32.089767",八仙过海景区
"120.747616,37.826390",蓬莱海洋极地世界
"110.727119,23.633936",沂蒙山云蒙景区(蒙山国家森林公园)
0.0,沂蒙山旅游区龟蒙景区
"120.420944,28.239132",泉城欧乐堡梦幻世界
0.0,琴岛之眼摩天轮
"120.347837,36.072524",青岛葡萄酒博物馆
"114.490112,22.739323",地下大峡谷
"120.486748,30.747681",栈桥
0.0,仰天山国家森林公园
"119.626368,35.541428",日照海滨国家森林公园
0.0,老龙湾
"120.421974,36.112750",青岛世博园
"111.299904,29.413607",三王峪
"116.976433,29.011662",三仙山风景区
0.0,观唐温泉
"117.470160,36.618015",济南野生动物世界
0.0,沂蒙山旅游区沂山景区
"119.394534,36.010988",诸城恐龙博物馆
"116.989647,36.368179",灵岩寺
"122.703476,37.394436",成山头
"120.696863,36.398608",青岛海泉湾度假区
"112.852699,27.362923",潭溪山
"116.088898,35.779197",水泊梁山
"118.609200,28.931160",朱家峪民俗旅游区
0.0,沂蒙山银座天蒙旅游区
"119.564873,35.409664",万平口海滨风景区
"113.260246,27.115715",竹泉村
"116.977781,36.649617",济南方特东方神画
"120.754776,37.816368",石岛赤山
"113.685410,34.597519",宝相寺
"117.842207,36.798300",周村古商城
"118.198158,35.570988",孟良崮
"120.834070,37.319151",烟台牟氏庄园
0.0,鸿源御都温泉
"104.853989,30.380928",涌泉竹林
0.0,大珠山
0.0,泰安太阳部落
"117.459313,36.616769",济南植物园
"122.631958,37.413883",神雕山野生动物自然保护区
"118.498540,36.657420",青州江南温泉
0.0,隆霞湖风景区
"118.337166,34.969677",沂蒙红色影视基地
"118.839752,30.840324",峄山
0.0,藏马山丹溪温泉
"121.502057,36.783130",大乳山
0.0,欧乐堡戏水湾艺术养生温泉
"119.987654,36.936331",青岛茶山景区
"114.772842,23.445295",仙姑顶
"118.545177,34.981878",临沂极地海洋世界
"118.991507,37.760793",黄河口生态旅游区
"117.157242,36.164988",泰山地下龙宫
"102.634636,23.098417",欧乐堡梦幻世界
"122.122407,37.426917",威海神游海洋世界
"120.382639,36.067082",青岛JOYPOLIS世嘉都市乐园
"116.800118,36.534757",济南园博园
0.0,阿尔卡迪亚国际温泉
"117.719185,36.770119",鹤伴山
"120.599350,36.214844",北九水游览区
"121.418104,37.427276",烟台海昌鲸鲨海洋公园
0.0,天谷旅游景区（天然地下画廊）
"116.996284,35.580517",孔子六艺城
"121.450835,37.519689",烟台海昌雨岱山温泉
"117.220963,29.282574",珠山国家森林公园
0.0,天崮山
"117.699700,32.511500",定远舰
"117.137306,36.185650",岱庙
"117.730563,34.557838",台儿庄大战纪念馆
"112.731850,32.226109",黄金谷山水画廊
"120.062349,35.919657",青岛西海岸生态观光园
"116.990034,35.594662",曲阜孔庙
"116.999748,35.588929",曲阜孔府
"120.356615,36.069082",青岛电视塔
"117.217165,35.505041",曲阜尼山圣境景区
"120.110551,35.910491",青岛东方影都万达乐园
"110.656032,30.191420",五峰山
"121.070343,37.595310",蓬莱黄金河度假村
0.0,爱徕星空错觉艺术馆
"110.879360,25.240694",七星台
"108.549469,34.573494",烟霞洞景区
0.0,巨淀湖
"120.389457,36.096922",青岛比如世界
"118.319923,35.008953",盛能游乐园
"121.507851,29.556902",马家沟生态旅游景区
"117.969177,34.928101",压油沟风景区
0.0,竹洞天
"119.361978,35.684214",日照九仙山
"119.132324,36.622569",潍坊欢乐海底世界
"117.157242,36.164988",泰山花海
"120.781509,41.813892",冠山旅游区
0.0,绿岛汤泉
"119.571865,35.431781",日照海洋公园
"117.725065,34.987797",枣庄抱犊崮
"116.975598,36.126801",泰安天鹅湖风景区
"120.171821,35.931846",青岛海上嘉年华主题乐园
"119.903415,35.663259",青岛龙湾温泉旅游度假村
"120.477251,36.118870",崂山太清景区
"117.503479,37.503281",中国孙子兵法城
"120.394501,36.053520",奥帆博物馆
"117.245412,36.148631",泰山地下溶洞漂流(原泰山大裂谷)
"120.333742,36.079519",青岛贝林自然博物馆
"117.140709,36.267109",中华泰山.封禅大典
"120.382639,36.067082",青岛万达主题乐园
"116.112419,37.038376",德百温泉度假村
0.0,天池温泉
"116.170583,36.038568",肥城牛山国家森林公园
"116.307967,35.944165",东平水浒影视城
"119.445024,35.936497",诸城野生动物园
"115.970397,36.429961",聊城海底世界
0.0,九顶塔
0.0,魏集古村落
"121.389319,37.525646",烟台南山公园动物园
"120.655746,36.145672",八水河
0.0,自然之城KAKAZOO
"105.579208,30.503288",花仙子风景区
0.0,流清游览区
0.0,华盛太阳能农庄
"113.093207,28.206821",芙蓉馆相声大会
"117.753044,37.290928",魏氏庄园
0.0,圣豪丽景温泉
0.0,小汤温泉
"120.494442,37.678152",龙口动植物园
"122.120419,37.513068",威海威高海洋公园
"120.676453,36.242455",仰口湾
"120.382639,36.067082",青岛电影博物馆
"118.784507,36.840588",寿光极地海洋世界
"103.160713,37.511597",摩天岭
"117.571762,36.405693",雪野三峡
"126.044662,42.941826",西纸坊·黄河古村
"113.131770,23.033024",东平白佛山
"101.519592,24.107677",官护山景区
"113.926325,22.523781",南山大佛景区
"113.414543,34.781872",上善若水
"116.262749,36.341976",中国阿胶博物馆
0.0,聚宝盆（天沐）盐温泉小镇
"120.242640,35.955119",青岛金沙滩景区
"120.729472,37.943176",长岛
0.0,东莫汤泉（平度店）
"119.154807,36.588768",坊子炭矿博物馆
"118.586780,36.514507",临朐揽翠湖天沐温泉
"117.537971,36.715256",百脉泉公园
"122.108612,37.257652",汤泊温泉度假区
0.0,磁山温泉
"117.115792,36.483398",济南金象山乐园
"122.625626,37.406841",西霞口
"118.424519,37.050826",广饶孙子文化旅游度假区
"121.405619,37.541655",烟台张裕酒文化博物馆
"117.805527,36.072098",艾山温泉度假村
"120.697084,36.395679",青岛海泉湾天创大剧院
0.0,黄花溪
0.0,萤火虫水洞
"116.115845,37.041670",夏津黄河故道森林公园
"119.240616,36.439594",青云山民俗游乐园
0.0,天泰温泉
"120.398331,36.056713",奥帆中心
0.0,聊斋城
0.0,天上王城地下冰宫
"117.677871,36.047880",新泰莲花山
"118.689819,35.785328",雪山彩虹谷
"120.510612,36.095909",石老人观光园
"117.135272,37.264376",商河温泉
"117.210501,36.430462",济南跑马岭生态休闲度假区
"121.400209,37.547370",烟台山
0.0,青檀寺
"117.134293,36.420948",九顶塔中华民俗欢乐园
0.0,天上王城
"120.358508,36.065860",青岛太平山
"120.398331,36.056713",奥林匹克帆船中心
"120.165396,35.980151",青岛滨海学院世界动物标本艺术馆
"117.276236,34.683734",微山湖湿地红荷旅游区
"112.906679,33.743161",鲁山国家森林公园
"119.128548,36.655025",金宝乐园
0.0,林海生态博览园
"119.430664,35.282394",刘家湾赶海园
"117.156368,37.278586",商河瑞阳温泉
"122.069579,37.080619",威海天沐温泉
0.0,杜受田故居
"119.395609,35.681273",五莲山
0.0,二龙山
"118.481462,36.679168",青州古城
0.0,中国水准零点景区
"109.536346,19.895130",新盈泰温泉度假村
"118.474257,36.670445",潍坊云门山
"118.466439,35.210207",临沂国际影视城
0.0,奥华温泉
"114.447212,38.004257",37度梦幻海水乐园
"115.932533,35.584900",水浒好汉城
0.0,云瀑洞天
"109.702971,18.311292",海棠湾温泉度假村
"117.471995,32.371498",明光寺佛教文化景区
0.0,仙坛山温泉小镇
"122.545975,40.835476",中粮君顶酒庄
"114.215935,37.640724",孟府
"114.365066,30.616529",莲青山滑雪场
"104.396111,27.045092",原山
"115.388596,32.163109",孟庙
"118.035226,34.844709",兰陵国家农业公园
"121.615738,37.458466",养马岛旅游度假区
"120.326862,36.060942",青岛金沙蜡像馆
0.0,中国古车博物馆
0.0,琅琊台风景区
"117.492058,35.106709",翼云石头部落旅游度假区
"117.685745,34.932896",龟山风景区
"117.243469,36.143577",泰山宝泰隆旅游度假区
0.0,孙武湖温泉
"112.943040,22.760425",鹤山
"117.541374,34.774490",冠世榴园
"113.305969,36.337009",微子文化苑
0.0,龙门崮
"123.933662,47.334026",富华游乐园
"119.442741,29.932291",万紫千红生态养生旅游度假区
"116.845043,35.118457",微山湖湿地博物馆
0.0,铁道游击队影视城
"120.363350,41.185463",羊山风景区
"109.106521,21.448346",银海水疗温泉
"109.169052,27.891630",牛郎织女景区
"113.631393,24.819704",黄金文化旅游区
"116.251500,36.337054",东阿药王山景区
0.0,香根温泉
"111.721588,34.210522",熊耳山
0.0,太阳谷
"119.106744,36.667903",潍坊白浪绿洲湿地公园
"117.123330,36.186900",泰山花样年华景区
"116.314913,30.838416",杨家埠民间艺术大观园
0.0,九顶铁槎山
"115.550827,35.117496",仿山
"117.884160,36.108711",莱芜棋山温泉小镇
0.0,东昌湖风景区
0.0,天马岛
"121.734070,37.286659",昆嵛山国家森林公园
"118.040054,36.409271",开元溶洞
0.0,丽正园
"116.839455,36.743858",泉城海洋极地世界
"117.662230,36.090142",莱芜莲花山
"117.815941,36.454323",樵岭前
"121.806015,37.182583",圣经山
0.0,水帘峡
"122.857421,42.367279",太平山索道
"117.451401,36.433231",房干生态旅游区
0.0,昌华温泉生态酒店
"118.316273,35.105908",临沂海洋世界主题公园
"107.885750,26.263906",高科技蔬菜示范园
0.0,东方怡源温泉度假村
0.0,欧乐堡雨林温泉
0.0,安驾汤泉
"106.463432,29.770966",颐尚温泉度假村
0.0,海驴岛
0.0,张裕国际葡萄酒城旅游区
"120.201182,35.947793",青岛贝壳博物馆
"119.392311,36.310787",景芝酒之城景区
0.0,青岛温泉度假村
"117.807205,36.577549",牛记庵养生度假村
"114.532125,32.178602",罗山国家森林公园
"120.667465,36.236683",仰口游览区
"115.985886,36.088528",景阳冈
0.0,汗蒸时代（临淄店）
0.0,泰和山风景区
0.0,齐鲁酒地
"117.203874,36.215100",泰山啤酒生肖乐园
0.0,翦云山
"121.303574,31.429585",华东百利酒庄
"120.382639,36.067082",青岛万达水乐园
0.0,九龙池
"109.744057,34.385696",大明湖海底世界
"120.661594,36.455465",即墨金麒玉麟温泉
"118.317108,35.447960",水浒山寨水寨
"120.095464,35.960802",青岛小珠山古月仙境景区
0.0,熊牧场
"118.145836,36.434017",梦泉生态旅游区
0.0,巨峰游览区
0.0,藏马山国际旅游度假区
"118.506759,31.670452",马鞍山
"115.727010,36.497475",聊城天沐温泉
"116.978161,36.650619",济南星期8小镇
"115.968072,36.411568",聊城动物园
0.0,五龙潭
"120.752633,37.827433",蓬莱阁冰宫
0.0,玉黛湖庄园
"117.303223,36.977650",山东黄河岛
0.0,滴水湾温泉
0.0,618战备电台旧址
"120.363829,36.160591",胶州湾大桥
0.0,圣海温泉水世界（原城投温泉）
"120.833786,37.340576",太虚宫
"105.733047,28.390060",玫瑰小镇
0.0,大青山风景区
0.0,张裕卡斯特酒庄
"120.163574,35.987087",齐长城大峰山生态旅游区
"120.393702,36.060330",青岛乘风破浪帆船俱乐部
0.0,四门塔
"114.365066,30.616529",青山秀水旅游度假区
"117.123265,35.776258",曲阜石门山
"118.629731,32.095060",大自然健康浴馆（玄武店）
0.0,流清河
"117.026464,36.188494",泰安刘老根大舞台
"110.119583,29.323174",九天洞
0.0,道路交通博物馆
0.0,天颐湖
"117.544708,36.371071",黑虎泉
"116.835958,35.561781",兖州兴隆文化园（大兴隆寺景区）
0.0,井塘古村
"117.872414,37.166645",红橡树•在河之洲御泉汤温泉度假村
"117.107496,36.066661",泰安梦想小镇
0.0,樱花山风景区
0.0,沐森汤泉
"120.349995,36.069515",青岛动物园
"122.002266,37.493950",中央电视台威海影视城
"118.368373,35.080663",临沂广播电视塔
"119.361978,35.684214",五莲山-九仙山索道
"117.157242,36.164988",泰山老爷车博览馆
"111.328522,29.316714",桃源温泉
"105.513596,31.542707",马耳山
0.0,东炮台海滨
"122.483322,37.450455",鸡鸣岛
"113.672798,29.357487",岳姑殿景区
"119.526888,35.416377",日照旅游出海观光捕鱼
"105.348750,26.080788",水城之眼摩天轮
0.0,太清宫游览区
"120.398331,36.056713",奥帆中心游艇
0.0,紫缘香草园
"120.332928,36.064908",青岛德国总督楼旧址博物馆
"120.486445,36.391725",即墨老酒博物馆
"117.910819,35.730167",蒙阴地下银河
"119.526888,35.416377",日照浮来青滑雪场
"116.795476,35.559168",济宁成长湾儿童独立世界
"122.580855,37.356400",荣成天鹅湖
"118.455612,36.677437",王府游乐园
"116.170583,36.038568",泰安腊山国家森林公园
0.0,莲青山
"121.194367,36.669189",海阳连理岛
"116.881104,35.197483",上九山古村
0.0,沐泉休闲会所
0.0,猎鹰滑翔
"113.286705,23.136309",淘金小镇
"120.598068,27.506353",幸福门
"117.212023,36.178895",泰安亚龙湾水上乐园
"120.385254,36.061474",五四广场
0.0,金沙滩
"117.083267,36.539604",波罗峪
"120.323777,36.053067",小青岛
"120.753159,37.810223",戚继光故里
"118.463040,35.317540",临沂龙园旅游区
0.0,丛麻禅院
0.0,半亩汤汗蒸时代
"120.142398,33.373718",万宝滨海风景区
"119.425880,28.613451",黄金博物馆
"108.965805,18.436661",红高粱影视基地
"120.408635,36.138563",青岛啤酒二厂
"121.775940,37.248375",泰礴顶
"120.379273,36.069113",青岛万象城Teamlab“未来游乐园”
0.0,花样年华动感卡丁车
"114.002647,22.532452",园博园欢乐世界
"120.873189,37.584089",蓬莱阁和圣休闲农场
0.0,萌族部落户外亲子乐园
"116.299637,26.179548",红石寨
"96.847618,28.744741",齐文化博物馆
"120.640205,36.120464",仰口海水浴场
